,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
5090,2,1.75,1200,3136.0,1.0,0,0,3,7,800,400,1904,2005,98122,47.6132,-122.297,1330,3164.0,420000
5091,3,2.5,3910,14000.0,2.0,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000.0,961500
5092,4,1.75,2260,12238.0,1.0,0,0,3,9,2260,0,1967,0,98005,47.5976,-122.178,2430,10204.0,833000
5093,3,2.25,2110,11319.0,2.0,0,0,4,8,2110,0,1978,0,98072,47.742,-122.105,1860,11319.0,479000
5094,4,2.5,3340,10422.0,2.0,0,0,3,10,3340,0,1996,0,98033,47.6515,-122.197,1770,9490.0,1150000
5095,3,1.0,1400,8100.0,1.5,0,0,3,6,1400,0,1944,0,98125,47.7124,-122.289,1420,8100.0,267000
5097,3,2.5,2010,9725.0,2.0,0,0,4,8,2010,0,1987,0,98029,47.568,-122.018,1850,6858.0,490000
5098,4,2.0,2300,3400.0,1.5,0,0,5,8,1550,750,1915,0,98117,47.678,-122.361,1670,4200.0,619000
5100,3,2.0,1340,3000.0,2.0,0,0,5,7,1340,0,1905,0,98103,47.6857,-122.349,1120,3000.0,549000
5101,3,1.75,1560,7245.0,1.5,0,0,3,7,1560,0,1962,1985,98052,47.6868,-122.119,2220,8502.0,422500
5102,4,3.5,3350,9681.0,1.0,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681.0,400000
5103,4,2.75,3710,7984.0,2.0,0,0,3,9,3710,0,1999,0,98065,47.5352,-121.868,2950,7984.0,692500
5104,4,2.5,2430,5499.0,2.0,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190.0,310000
5105,3,1.75,2430,8820.0,1.0,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.233,2390,10050.0,499900
5106,3,2.25,2100,7335.0,2.0,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930.0,492000
5108,3,2.5,1630,2640.0,2.0,0,0,5,8,1630,0,1919,0,98119,47.6452,-122.371,1630,3000.0,800000
5109,4,1.0,1640,4200.0,1.5,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.332,1730,3990.0,832600
5110,4,2.75,2310,7350.0,1.0,0,0,3,8,1670,640,1989,0,98011,47.7505,-122.182,2600,6077.0,470000
5111,2,2.0,1930,4500.0,1.0,0,0,3,8,1930,0,2003,0,98053,47.7104,-122.031,1670,5200.0,542000
5113,4,2.5,2300,7500.0,1.0,0,3,2,7,1650,650,1959,0,98198,47.4125,-122.33,2300,7500.0,308130
5114,2,1.0,1050,2699.0,1.0,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.996,1240,2671.0,310000
5115,2,1.0,1500,8015.0,1.0,0,0,3,6,1500,0,1947,0,98146,47.5027,-122.348,1130,8015.0,235000
5116,3,1.0,1150,7560.0,1.0,0,0,4,6,1150,0,1958,0,98058,47.4613,-122.184,1230,7560.0,215000
5117,4,1.5,1920,10403.0,1.0,0,0,3,7,1370,550,1959,0,98023,47.2987,-122.366,1550,9619.0,210000
5119,3,1.75,1720,9342.0,1.0,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540.0,245000
5121,4,2.5,2400,6078.0,2.0,0,0,3,8,2400,0,2001,0,98001,47.2606,-122.285,2406,7642.0,299000
5123,4,1.75,2080,7200.0,1.0,0,0,4,7,1050,1030,1966,0,98001,47.3385,-122.282,1500,7350.0,198000
5124,5,3.25,3400,7452.0,2.0,0,0,3,10,3400,0,1999,0,98007,47.6141,-122.136,2650,8749.0,950000
5125,4,1.75,2200,7600.0,2.0,0,0,3,8,2200,0,1978,0,98092,47.3131,-122.191,1910,7600.0,300000
5126,5,1.75,2140,8580.0,1.0,0,0,3,7,1200,940,1962,0,98033,47.6625,-122.178,1600,9206.0,528000
5127,5,3.25,3850,16249.0,2.0,0,2,3,9,3030,820,2002,0,98092,47.3324,-122.168,2640,7393.0,507000
5128,4,3.25,4270,6384.0,2.0,0,0,3,9,3060,1210,2001,0,98065,47.5362,-121.874,2850,6285.0,770000
5129,3,1.75,1340,7210.0,1.0,0,0,4,7,1340,0,1975,0,98031,47.4182,-122.167,1370,7210.0,255000
5130,1,1.5,1100,3451.0,1.5,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560.0,220000
5131,5,2.75,2870,5349.0,2.0,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.187,2800,5000.0,690700
5132,2,1.0,1320,8380.0,1.0,0,0,3,7,1320,0,1953,0,98177,47.705,-122.367,1290,8025.0,447000
5133,6,2.0,2150,4505.0,1.0,0,0,3,7,1270,880,1952,0,98119,47.6514,-122.369,1740,4505.0,755000
5134,4,1.5,2470,6000.0,1.5,0,0,3,7,1480,990,1940,0,98199,47.6365,-122.391,2140,4000.0,700000
5135,4,2.75,1910,7700.0,1.0,0,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875.0,250000
5136,3,2.5,2130,6969.0,2.0,0,0,3,7,2130,0,2003,0,98038,47.3655,-122.027,1670,9545.0,320000
5137,4,2.5,2240,14667.0,2.0,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243.0,565000
5138,5,2.75,1800,4500.0,2.0,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500.0,754300
5139,3,1.5,2160,9000.0,1.0,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000.0,650000
5140,4,2.5,3140,8455.0,2.0,0,0,3,8,3140,0,2003,0,98059,47.4866,-122.147,3140,7391.0,529888
5141,3,2.5,1920,9812.0,2.0,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534.0,432000
5142,3,1.0,1050,7670.0,1.5,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.996,1220,7670.0,235000
5143,4,3.5,3695,6556.0,2.0,0,0,3,9,3695,0,2014,0,98053,47.683,-122.015,4160,6786.0,994900
5144,4,2.5,3910,8442.0,2.0,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576.0,489000
5145,4,2.75,3010,7427.0,2.0,0,0,3,8,3010,0,2010,0,98052,47.7068,-122.112,3000,4929.0,800000
5146,4,1.5,1370,9957.0,1.0,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088.0,370000
5147,4,2.75,2080,9600.0,1.0,0,0,3,8,1240,840,1979,0,98034,47.7149,-122.235,1880,9525.0,436000
5148,3,2.5,2250,3757.0,2.0,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.129,2250,4556.0,395000
5149,5,1.75,2120,8399.0,1.0,0,0,4,7,1320,800,1942,0,98133,47.7621,-122.335,2120,8398.0,377691
5150,5,3.0,2220,5185.0,2.0,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316.0,370000
5151,3,2.5,1440,4394.0,1.0,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893.0,515000
5152,3,1.0,910,7686.0,1.0,0,0,3,7,910,0,1969,0,98001,47.3405,-122.288,1020,7686.0,169000
5153,3,1.0,1270,4268.0,1.0,0,0,3,7,1270,0,1921,0,98117,47.6848,-122.392,1310,4080.0,475000
5154,3,2.5,2480,6180.0,2.0,0,0,3,9,2480,0,1999,0,98031,47.4044,-122.208,2870,6180.0,420000
5155,6,2.75,2630,9420.0,2.0,0,0,5,9,2510,120,1900,0,98103,47.6695,-122.337,1540,4969.0,1300000
5156,3,2.0,2410,13300.0,2.0,0,0,3,9,1840,570,1985,0,98006,47.5632,-122.148,2930,10900.0,822000
5158,3,2.25,1570,6810.0,1.0,0,0,3,8,1180,390,1988,0,98074,47.6176,-122.044,1620,6584.0,485000
5159,4,1.0,1900,8505.0,1.0,0,0,3,7,1200,700,1956,0,98055,47.4406,-122.196,1440,8505.0,270000
5160,6,2.5,2590,11250.0,1.0,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360.0,300000
5161,4,2.5,3810,7728.0,2.0,0,0,3,9,3810,0,2007,0,98074,47.5925,-122.058,3290,7728.0,878000
5162,3,2.5,2290,4203.0,2.0,0,0,3,9,2290,0,2001,0,98006,47.5441,-122.172,2290,5089.0,590000
5163,1,2.25,1220,2100.0,2.0,0,2,4,8,1220,0,1946,1979,98033,47.6703,-122.204,3150,6000.0,611900
5164,3,1.75,1100,7373.0,1.0,0,0,4,7,1100,0,1968,0,98092,47.3124,-122.183,1430,8415.0,240000
5165,4,2.5,2810,10951.0,2.0,0,0,3,8,2810,0,2003,0,98092,47.3249,-122.187,1680,6625.0,395000
5166,3,1.0,890,7110.0,1.0,0,0,3,6,890,0,1957,0,98178,47.4971,-122.261,1100,8375.0,169000
5167,3,2.0,1280,14972.0,1.0,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698.0,200500
5168,3,2.5,2320,7140.0,2.0,0,0,3,8,2320,0,1990,0,98003,47.275,-122.295,2360,7955.0,308000
5169,3,2.25,1720,7885.0,2.0,0,0,3,8,1720,0,1983,0,98023,47.3136,-122.344,2340,7885.0,290256
5170,3,1.75,1530,8800.0,1.0,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.158,1530,8690.0,279950
5171,3,1.75,1580,7875.0,1.0,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.003,1560,8314.0,195000
5173,4,3.0,2680,15438.0,2.0,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406.0,1160000
5174,3,2.25,1640,3896.0,2.0,0,0,3,8,1640,0,1994,0,98029,47.5689,-122.006,1780,3999.0,478000
5175,3,2.25,2520,6690.0,2.0,0,2,5,8,1700,820,1944,1990,98126,47.5705,-122.381,1990,5792.0,835000
5176,3,2.25,1400,2421.0,2.0,0,0,3,9,1400,0,2005,0,98034,47.695,-122.169,1500,2743.0,639000
5177,4,2.75,2300,12633.0,2.0,0,0,3,9,2300,0,1984,0,98074,47.6218,-122.032,2240,9246.0,623000
5178,3,1.75,1900,7680.0,1.0,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740.0,220000
5179,3,2.25,2000,18099.0,1.0,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000.0,526000
5180,2,1.0,900,5016.0,1.0,0,0,3,6,900,0,1948,0,98118,47.542,-122.282,1420,5184.0,243500
5181,4,2.5,2980,4930.0,2.0,0,0,3,9,2890,90,2000,0,98006,47.5445,-122.12,2980,6099.0,750000
5182,4,2.0,1850,9126.0,1.0,0,0,5,7,1850,0,1963,0,98059,47.5009,-122.164,1730,9110.0,329000
5183,4,1.0,1570,4000.0,1.5,0,0,3,7,1570,0,1920,0,98102,47.6275,-122.321,1610,4000.0,525000
5184,2,1.0,670,3101.0,1.0,0,0,4,6,670,0,1948,0,98118,47.5546,-122.274,1660,4100.0,190000
5185,4,2.5,2660,10800.0,1.0,0,0,3,7,2660,0,1955,2014,98005,47.5894,-122.172,2640,10800.0,772650
5186,3,2.5,2110,4038.0,2.0,0,0,4,8,2110,0,1989,0,98042,47.3875,-122.153,2110,3727.0,355000
5188,3,2.75,1210,3600.0,1.5,0,2,5,7,1210,0,1910,0,98103,47.6798,-122.354,1630,3910.0,678500
5189,4,2.5,2670,11877.0,2.0,0,0,3,9,2670,0,1996,0,98074,47.6327,-122.036,2430,11333.0,669950
5190,3,2.25,3000,18450.0,1.0,0,0,3,10,3000,0,1983,0,98077,47.7274,-122.062,2980,12304.0,850000
5191,3,2.75,2200,3885.0,2.0,0,0,3,8,2200,0,2002,0,98074,47.6171,-122.028,2710,6000.0,572000
5192,3,1.75,1540,13002.0,1.0,0,0,2,8,1200,340,1984,0,98074,47.6231,-122.044,1620,10098.0,492450
5193,3,1.75,2080,11866.0,1.0,0,0,3,8,2080,0,1960,0,98005,47.5872,-122.173,2240,10696.0,813000
5194,3,2.0,1780,9732.0,1.0,0,0,3,8,1780,0,1967,0,98040,47.5796,-122.229,1900,10200.0,710000
5195,3,1.5,1960,2400.0,2.0,0,0,3,8,1330,630,1911,0,98119,47.6423,-122.37,2090,4000.0,792500
5196,5,1.5,1690,7725.0,1.5,0,0,4,7,1690,0,1961,0,98032,47.3859,-122.288,1690,7739.0,285900
5197,3,2.0,2080,12972.0,1.0,0,0,4,7,1250,830,1981,0,98070,47.3733,-122.432,1530,10089.0,389000
5198,3,2.25,2070,2833.0,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794.0,675000
5200,4,3.25,4020,11588.0,2.0,0,0,3,11,4020,0,2000,0,98059,47.5217,-122.155,3190,8066.0,1050000
5201,4,1.75,3620,10400.0,1.0,0,0,4,8,1820,1800,1965,0,98005,47.6069,-122.167,2410,10400.0,768500
5202,4,2.0,2330,7778.0,1.0,0,0,3,7,1230,1100,1961,0,98125,47.7109,-122.323,1250,8160.0,500000
5203,3,2.5,1460,8800.0,1.0,0,0,4,7,1460,0,1956,0,98040,47.5895,-122.232,2200,8800.0,685000
5204,4,2.75,2250,5700.0,1.0,0,0,3,8,1200,1050,1951,0,98109,47.6406,-122.344,1720,3850.0,648475
5205,6,5.0,2850,6600.0,2.0,0,0,3,7,2850,0,1994,0,98033,47.6813,-122.187,1870,9900.0,655000
5206,4,2.75,2640,4000.0,2.0,0,0,5,8,1730,910,1925,0,98115,47.6727,-122.297,1530,3740.0,895000
5207,3,1.0,1310,9554.0,1.0,0,0,3,7,960,350,1962,0,98001,47.2949,-122.285,1310,9845.0,195000
5208,4,2.5,2720,7350.0,2.0,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336.0,368000
5209,4,3.5,3430,13609.0,2.0,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614.0,997000
5211,3,2.0,1170,7258.0,1.0,0,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750.0,250000
5212,3,1.75,1390,8980.0,1.0,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085.0,278500
5213,4,1.5,1540,7300.0,2.0,0,0,3,7,1540,0,1973,0,98001,47.3317,-122.276,1580,7650.0,260000
5214,2,1.0,760,6141.0,1.0,0,0,2,6,760,0,1920,0,98118,47.5469,-122.277,900,4120.0,162500
5215,4,1.0,1280,8316.0,1.0,0,0,3,6,1280,0,1950,0,98168,47.4989,-122.302,1310,7830.0,239000
5216,4,2.5,2990,5122.0,2.0,0,0,3,8,2990,0,2004,0,98075,47.5773,-122.055,3140,7875.0,600000
5217,4,2.25,1770,7778.0,2.0,0,0,3,7,1770,0,1998,0,98031,47.4192,-122.201,1770,7591.0,350000
5218,5,3.75,3830,8131.0,2.0,0,0,3,10,3830,0,2005,0,98075,47.5837,-121.971,3570,7290.0,852500
5219,3,2.5,2870,5490.0,2.0,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.207,3040,5442.0,485000
5220,3,1.0,1520,8320.0,1.0,0,0,3,6,1520,0,1953,0,98133,47.7699,-122.335,1500,8320.0,299000
5221,2,1.0,660,6509.0,1.0,0,0,4,5,660,0,1952,0,98056,47.4938,-122.171,970,5713.0,227450
5222,3,1.0,1800,5612.0,1.0,0,0,4,7,1200,600,1942,0,98126,47.525,-122.378,1450,5250.0,383000
5224,5,1.5,3050,2992.0,1.5,0,0,4,8,1920,1130,1931,0,98112,47.621,-122.302,1200,1209.0,760000
5225,2,1.0,820,3000.0,1.0,0,0,4,7,820,0,1924,0,98103,47.6842,-122.348,1490,3000.0,532500
5227,3,2.0,1490,3072.0,1.0,0,0,5,7,770,720,1912,0,98144,47.5772,-122.307,1320,3072.0,438500
5228,3,2.5,1560,9361.0,1.5,0,0,4,7,1360,200,1936,0,98108,47.5591,-122.295,1670,6244.0,545500
5229,3,1.75,1660,9549.0,1.0,0,0,3,7,1660,0,1956,0,98033,47.6503,-122.198,2090,9549.0,675000
5230,3,1.75,1180,4080.0,1.0,0,0,4,6,760,420,1928,0,98117,47.6825,-122.391,1490,4080.0,450000
5231,3,1.0,960,10815.0,1.0,0,0,5,5,960,0,1900,0,98010,47.3091,-122.006,1330,10815.0,199999
5232,3,1.5,1630,16170.0,1.0,0,0,3,7,1630,0,1988,0,98034,47.7104,-122.235,1630,9931.0,375000
5234,3,1.5,1520,7123.0,1.0,0,0,4,7,1520,0,1959,0,98056,47.4991,-122.176,1450,8023.0,292600
5235,5,2.75,3050,8904.0,1.0,0,0,4,8,1650,1400,1956,0,98040,47.5709,-122.214,2920,8904.0,1040000
5236,3,1.0,1000,4959.0,1.0,0,0,3,8,1000,0,1945,0,98105,47.6629,-122.277,2240,4959.0,610000
5237,4,2.5,2650,9451.0,2.0,0,0,4,8,2650,0,1993,0,98042,47.3693,-122.129,2510,8850.0,397450
5238,3,2.25,1750,15528.0,1.0,0,0,3,8,1270,480,1963,0,98155,47.7739,-122.274,2170,12000.0,382000
5239,3,2.25,1770,7667.0,1.0,0,0,3,8,1270,500,1966,0,98177,47.7724,-122.362,2180,8103.0,370000
5240,3,2.25,1770,7667.0,1.0,0,0,3,8,1270,500,1966,0,98177,47.7724,-122.362,2180,8103.0,520000
5241,2,1.0,770,7906.0,1.0,0,0,4,6,770,0,1948,0,98155,47.766,-122.32,990,7906.0,260000
5242,4,2.5,3370,7200.0,2.0,0,0,3,8,3370,0,2014,0,98177,47.7698,-122.384,1880,7200.0,890000
5243,5,2.0,2130,8412.0,1.0,0,0,3,7,1440,690,1946,2000,98155,47.7403,-122.318,2310,7474.0,344000
5244,3,1.0,1050,8498.0,1.0,0,0,3,7,1050,0,1958,0,98031,47.4038,-122.203,1340,8498.0,205000
5245,5,2.5,2803,8550.0,1.0,0,0,3,8,2803,0,1963,2011,98003,47.3032,-122.306,1810,8550.0,379000
5246,3,2.0,2080,12094.0,2.0,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204.0,424240
5247,3,2.0,2080,12094.0,2.0,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204.0,589950
5248,4,1.75,2120,4650.0,1.0,0,1,3,7,1190,930,1951,0,98117,47.6964,-122.4,2070,6487.0,582000
5249,3,2.5,2550,7709.0,2.0,0,0,3,9,2550,0,1989,0,98023,47.3081,-122.391,2410,9250.0,349000
5250,3,1.0,1290,12005.0,1.0,0,0,4,7,1290,0,1966,0,98033,47.6835,-122.199,1930,8000.0,658000
5251,5,2.75,1790,5000.0,1.5,0,0,4,7,1060,730,1915,0,98106,47.5655,-122.363,1400,5000.0,294000
5252,5,3.5,2720,7598.0,2.0,0,0,3,8,1860,860,1993,0,98115,47.6931,-122.283,2430,7728.0,690000
5253,3,1.0,1040,5000.0,1.5,0,2,3,7,1040,0,1912,0,98107,47.6754,-122.359,1440,4400.0,600000
5254,3,1.0,840,5200.0,1.0,0,0,3,6,840,0,1969,2014,98042,47.3685,-122.077,870,5200.0,199990
5255,3,1.75,1650,8850.0,1.0,0,0,3,7,1650,0,1959,0,98188,47.4331,-122.291,1400,8800.0,220000
5256,4,2.25,2080,15750.0,1.0,0,0,3,8,1460,620,1976,0,98034,47.7225,-122.2,1960,10500.0,440000
5257,4,2.5,1540,1994.0,2.0,0,0,3,8,1540,0,2014,0,98029,47.5526,-121.999,1540,1689.0,439990
5258,4,2.5,3880,7208.0,2.0,0,0,3,10,3880,0,2006,0,98075,47.5841,-121.971,3280,7221.0,815000
5259,4,2.25,1860,3766.0,2.0,0,0,3,8,1860,0,1995,0,98029,47.5699,-122.006,1860,4169.0,535000
5260,3,1.75,1280,10016.0,1.0,0,0,4,7,1280,0,1975,0,98003,47.2823,-122.333,1670,9764.0,215000
5262,3,2.5,2200,7278.0,2.0,0,0,3,8,2200,0,1990,0,98058,47.4624,-122.132,2190,8580.0,349900
5263,3,1.0,1570,5510.0,1.0,0,0,4,7,1070,500,1940,0,98115,47.6942,-122.319,1770,6380.0,495000
5264,3,2.5,2074,4900.0,2.0,0,0,3,8,2074,0,1997,0,98034,47.7327,-122.233,1840,7382.0,515100
5266,4,2.25,2520,10370.0,2.0,0,0,3,9,2520,0,1980,0,98074,47.6377,-122.049,2848,12682.0,657500
5267,5,1.75,2190,8250.0,1.0,0,2,3,7,1190,1000,1963,0,98055,47.4887,-122.223,2570,8250.0,250000
5268,5,1.75,2190,8250.0,1.0,0,2,3,7,1190,1000,1963,0,98055,47.4887,-122.223,2570,8250.0,385000
5269,3,1.5,2320,7500.0,1.0,0,0,3,7,2320,0,1976,0,98019,47.7413,-121.979,1480,10000.0,307000
5270,3,2.5,1370,9253.0,1.0,0,0,3,7,1090,280,1994,0,98042,47.3717,-122.073,1470,9253.0,288000
5271,3,1.75,1730,7200.0,1.5,0,0,4,6,1730,0,1944,0,98032,47.3774,-122.236,860,7200.0,226450
5272,3,2.5,1640,6991.0,1.0,0,0,3,7,1110,530,1967,0,98125,47.7255,-122.327,1860,7342.0,390000
5273,3,1.0,1300,10236.0,1.0,0,0,4,6,1300,0,1971,0,98045,47.5028,-121.77,1380,11325.0,350000
5274,3,1.5,1560,7884.0,1.0,0,0,3,7,1060,500,1969,0,98125,47.7312,-122.298,1820,9000.0,368000
5275,2,1.0,1120,4284.0,1.0,0,0,3,6,730,390,1921,0,98105,47.6688,-122.324,2050,4160.0,469000
5277,5,2.5,3810,15916.0,1.5,0,0,5,8,3810,0,1967,0,98058,47.4521,-122.14,2470,11662.0,515000
5278,3,1.75,1440,8560.0,1.0,0,0,4,7,1440,0,1979,0,98034,47.7296,-122.232,1460,7560.0,410000
5280,3,1.75,1520,7700.0,1.0,0,0,3,7,820,700,1969,0,98034,47.7226,-122.219,1420,7674.0,460000
5281,4,2.5,2500,9654.0,1.0,0,0,3,8,1830,670,1979,0,98023,47.3137,-122.343,2500,8839.0,241500
5283,4,1.0,1210,6000.0,1.5,0,2,3,7,1210,0,1943,0,98178,47.5026,-122.234,1470,6000.0,279000
5285,3,1.5,1050,6615.0,1.0,0,0,4,6,800,250,1950,0,98199,47.6578,-122.39,1530,5250.0,420000
5287,3,1.0,1240,8840.0,1.0,0,0,3,6,1240,0,1952,0,98125,47.7277,-122.308,1250,8840.0,294950
5288,4,3.5,3460,3997.0,2.0,0,0,3,10,2560,900,2004,0,98103,47.6718,-122.329,1860,4000.0,1320000
5289,3,1.75,1270,4800.0,1.0,0,0,3,7,1270,0,1953,0,98117,47.693,-122.361,1490,4800.0,335000
5290,4,2.25,2980,8051.0,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.409,2760,5499.0,1160000
5291,2,1.0,1250,3708.0,1.5,0,0,3,7,1250,0,1926,0,98117,47.685,-122.363,1430,3708.0,520000
5292,4,1.75,1740,8800.0,1.0,0,0,4,8,1740,0,1965,0,98007,47.6232,-122.142,2180,8436.0,560000
5293,4,1.5,1730,7464.0,2.0,0,0,4,7,1730,0,1959,0,98032,47.3782,-122.304,1370,7860.0,243400
5294,3,2.0,1240,14404.0,1.0,0,0,3,7,1240,0,1988,0,98053,47.6614,-122.06,1350,9990.0,405000
5295,2,1.0,1670,14695.0,1.5,0,0,5,7,1670,0,1930,0,98033,47.7001,-122.2,1800,11355.0,495000
5296,4,2.5,2140,7095.0,2.0,0,0,3,8,2140,0,1992,0,98038,47.3528,-122.057,1600,7182.0,350000
5297,5,2.75,2530,7601.0,1.0,0,0,3,7,1520,1010,1992,0,98188,47.4683,-122.263,2400,7776.0,368500
5298,2,1.0,960,8236.0,1.0,0,0,2,6,960,0,1948,0,98058,47.4698,-122.166,1260,8236.0,99000
5299,4,3.75,4130,12320.0,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227.0,1070000
5300,4,1.75,1710,7724.0,1.0,0,0,3,8,1710,0,1983,0,98155,47.7721,-122.293,1940,7724.0,430000
5301,3,1.5,1490,8475.0,1.0,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540.0,412500
5304,3,2.5,2210,7620.0,2.0,0,0,3,8,2210,0,1994,0,98052,47.6938,-122.13,1920,7440.0,535000
5305,3,1.5,1650,8676.0,1.0,0,0,4,8,1130,520,1979,0,98133,47.7471,-122.352,1400,8499.0,390000
5306,3,1.5,1260,3135.0,1.0,0,0,4,7,780,480,1944,0,98107,47.6693,-122.371,1540,3025.0,499000
5307,3,1.0,1960,7955.0,1.0,0,0,4,7,1260,700,1963,0,98177,47.7641,-122.364,1850,8219.0,375000
5308,4,2.5,1800,7620.0,2.0,0,0,3,8,1800,0,1995,0,98055,47.4346,-122.201,1800,6879.0,349000
5309,3,2.25,1940,7482.0,1.0,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310.0,635000
5310,4,2.75,2820,8009.0,2.0,0,0,3,9,2820,0,2001,0,98075,47.6,-121.977,2820,7398.0,682000
5311,4,2.25,2820,16770.0,1.0,0,0,4,8,1920,900,1966,0,98023,47.3186,-122.364,2320,13850.0,321027
5312,2,1.0,720,4120.0,1.0,0,0,5,5,720,0,1915,0,98002,47.303,-122.217,940,6180.0,150000
5313,3,1.75,1640,17583.0,1.0,0,0,3,7,1110,530,1969,0,98034,47.726,-122.203,1420,11680.0,410000
5314,3,2.0,1560,4080.0,2.0,0,0,3,7,1560,0,1923,1982,98115,47.6892,-122.319,1900,4080.0,449950
5315,6,2.5,1560,7144.0,1.0,0,0,3,6,1060,500,1913,0,98118,47.5335,-122.272,1300,6232.0,194990
5316,4,1.75,1910,8775.0,1.0,0,0,3,7,1210,700,1956,0,98028,47.7396,-122.247,2210,8778.0,475000
5317,5,1.75,1570,3000.0,2.0,0,0,4,7,1570,0,1908,0,98105,47.6677,-122.316,1610,3000.0,530000
5318,4,2.5,2038,7643.0,2.0,0,0,3,8,2038,0,2011,0,98092,47.3296,-122.18,2634,6824.0,319950
5319,3,2.25,1720,9435.0,1.0,0,0,4,7,1220,500,1978,0,98023,47.2979,-122.377,1690,7215.0,210000
5320,3,2.75,1670,3330.0,1.5,0,0,4,7,1670,0,1925,0,98107,47.6551,-122.36,1370,5000.0,485000
5321,4,2.75,2830,10240.0,2.0,0,0,4,9,2830,0,1998,0,98075,47.5903,-121.986,3490,10240.0,774000
5322,4,2.0,1690,8208.0,1.0,0,0,4,7,1210,480,1958,0,98008,47.6052,-122.126,1620,8496.0,478000
5323,4,2.5,1620,5280.0,2.0,0,0,4,7,1620,0,1924,1971,98146,47.5132,-122.384,1590,5280.0,385000
5325,3,1.5,1480,7117.0,1.0,0,0,3,7,1170,310,1960,0,98028,47.7766,-122.248,2230,14775.0,285000
5326,4,2.5,2700,4004.0,2.0,0,0,3,9,2700,0,2004,0,98029,47.5521,-121.995,2260,4459.0,723000
5327,3,1.5,1780,16000.0,1.0,0,0,2,7,1240,540,1960,0,98198,47.419,-122.322,1860,9775.0,279000
5328,3,1.5,1430,7560.0,1.0,0,0,5,6,1430,0,1958,0,98058,47.4518,-122.179,1150,7560.0,195000
5329,2,1.0,2160,2192.0,1.0,0,0,5,8,1170,990,1925,0,98119,47.6364,-122.371,1150,2152.0,625000
5330,3,1.75,1800,9314.0,2.0,0,0,3,8,1800,0,1979,0,98011,47.7762,-122.198,2100,9658.0,270000
5331,2,2.0,1930,5520.0,1.0,0,0,3,8,1930,0,2006,0,98053,47.7191,-122.022,1640,4533.0,559000
5332,4,2.25,1960,14834.0,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000.0,474000
5333,4,2.5,1920,7345.0,2.0,0,0,3,8,1920,0,1992,0,98038,47.3526,-122.055,1860,7364.0,303500
5334,3,1.75,1470,8645.0,1.0,0,0,3,6,1470,0,1949,0,98155,47.7524,-122.323,1470,7680.0,350000
5335,5,3.0,2980,10064.0,1.0,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800.0,367500
